Entry	Entry Name	Gene Ontology IDs
Q9H0B8	CRLD2_HUMAN	GO:0005539; GO:0005576; GO:0005615; GO:0008201; GO:0030133; GO:0030198; GO:0030324; GO:0031012; GO:0034774; GO:0060325; GO:0070062; GO:1904813
Q9H0C1	ZMY12_HUMAN	GO:0046872
Q9H0C2	ADT4_HUMAN	GO:0005471; GO:0005634; GO:0005739; GO:0005743; GO:0005757; GO:0005886; GO:0007141; GO:0007283; GO:0016020; GO:0030154; GO:0031514; GO:0046902; GO:0140021; GO:1901029; GO:1990544
Q9H0C5	BTBD1_HUMAN	GO:0000932; GO:0005654; GO:0005829; GO:0007517; GO:0016567; GO:0022008; GO:0032991; GO:0036464; GO:0042802; GO:0043393; GO:0097602
Q9H0C8	ILKAP_HUMAN	GO:0005634; GO:0005654; GO:0005829; GO:0006470; GO:0017018; GO:0046872
Q9H0D2	ZN541_HUMAN	GO:0000118; GO:0003714; GO:0005634; GO:0005667; GO:0006357; GO:0007283; GO:0016575; GO:0030154; GO:0045892; GO:0046872
Q9H0D6	XRN2_HUMAN	GO:0000175; GO:0000738; GO:0000956; GO:0001147; GO:0003723; GO:0004518; GO:0004534; GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0006396; GO:0006397; GO:0006401; GO:0007283; GO:0008409; GO:0016020; GO:0016070; GO:0016235; GO:0021766; GO:0030182; GO:0042802; GO:0046872; GO:0060041
Q9H0E2	TOLIP_HUMAN	GO:0005150; GO:0005576; GO:0005737; GO:0005829; GO:0006511; GO:0006914; GO:0006954; GO:0007165; GO:0016310; GO:0016604; GO:0019900; GO:0030855; GO:0031624; GO:0031625; GO:0032183; GO:0032991; GO:0033235; GO:0035325; GO:0035578; GO:0035580; GO:0036010; GO:0043130; GO:0045087; GO:0045321; GO:0048471; GO:0070062; GO:0070498
Q9H0E3	SP130_HUMAN	GO:0000122; GO:0005634; GO:0016580; GO:0016607; GO:0030336; GO:0030512; GO:0070822; GO:1902455; GO:1902459
Q9H0E7	UBP44_HUMAN	GO:0004843; GO:0005634; GO:0005654; GO:0005737; GO:0007049; GO:0007059; GO:0008270; GO:0016579; GO:0043161; GO:0051301; GO:0090266; GO:1904667
Q9H0E9	BRD8_HUMAN	GO:0000786; GO:0000812; GO:0005654; GO:0005739; GO:0006325; GO:0007166; GO:0016573; GO:0030374; GO:0035267; GO:0042981; GO:0043967; GO:0043968; GO:0045893; GO:0045944; GO:0046966; GO:0051726; GO:0097067; GO:1905168; GO:2000779
Q9H0F5	RNF38_HUMAN	GO:0005634; GO:0005654; GO:0008584; GO:0016567; GO:0036126; GO:0046872; GO:0061630
Q9H0F6	SHRPN_HUMAN	GO:0000151; GO:0004842; GO:0005829; GO:0007005; GO:0007420; GO:0010803; GO:0014069; GO:0030262; GO:0030425; GO:0031424; GO:0031593; GO:0042742; GO:0042802; GO:0043123; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0050728; GO:0070161; GO:0071797; GO:0097039; GO:2000348
Q9H0F7	ARL6_HUMAN	GO:0003924; GO:0005525; GO:0005543; GO:0005737; GO:0005879; GO:0005886; GO:0005929; GO:0005930; GO:0006612; GO:0006886; GO:0007368; GO:0007601; GO:0015630; GO:0016020; GO:0016055; GO:0016192; GO:0030117; GO:0032402; GO:0046872; GO:0051258; GO:0060271; GO:0061512; GO:0070062
Q9H0G5	NSRP1_HUMAN	GO:0000381; GO:0001701; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0006397; GO:0008380; GO:0016607; GO:0032502; GO:1990904
Q9H0H0	INT2_HUMAN	GO:0005634; GO:0005654; GO:0005737; GO:0016020; GO:0016021; GO:0016180; GO:0031965; GO:0032039; GO:0034243; GO:0034472
Q9H0H3	KLH25_HUMAN	GO:0005737; GO:0005829; GO:0006446; GO:0006511; GO:0016567; GO:0031463; GO:0032831; GO:0045717; GO:0046321; GO:1990756
Q9H0H5	RGAP1_HUMAN	GO:0000281; GO:0000915; GO:0001669; GO:0005096; GO:0005547; GO:0005634; GO:0005654; GO:0005819; GO:0005829; GO:0005874; GO:0007266; GO:0007283; GO:0007405; GO:0008017; GO:0008272; GO:0019901; GO:0030496; GO:0031234; GO:0032154; GO:0032467; GO:0043014; GO:0043015; GO:0045995; GO:0046872; GO:0048487; GO:0051056; GO:0051233; GO:0051256; GO:0051988; GO:0070062; GO:0072686; GO:0090543; GO:0097149
Q9H0I2	ENKD1_HUMAN	GO:0005881; GO:0015630; GO:0097546; GO:0097731
Q9H0J4	QRIC2_HUMAN	GO:0005737; GO:0030031; GO:0030317; GO:0031965; GO:0036126; GO:2000059
Q9H0J9	PAR12_HUMAN	GO:0003723; GO:0003950; GO:0005634; GO:0046872; GO:0070213; GO:0140289; GO:0140803; GO:1990404
Q9H0K1	SIK2_HUMAN	GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0005789; GO:0006468; GO:0035556; GO:0042149; GO:0046626; GO:0046777; GO:0106310
Q9H0K6	PUS7L_HUMAN	GO:0001522; GO:0003723; GO:0005634; GO:0006397; GO:0009982; GO:1990481
Q9H0L4	CSTFT_HUMAN	GO:0003723; GO:0003729; GO:0005654; GO:0005847; GO:0043231; GO:0098789
Q9H0M0	WWP1_HUMAN	GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0007417; GO:0016567; GO:0034220; GO:0043161; GO:0045892; GO:0046718; GO:0061630; GO:0070062
Q9H0M4	ZCPW1_HUMAN	GO:0005634; GO:0005694; GO:0007127; GO:0007129; GO:0007283; GO:0008270; GO:0008327; GO:0030154; GO:0035064; GO:0045911; GO:2000781
Q9H0N0	RAB6C_HUMAN	GO:0000278; GO:0003924; GO:0005525; GO:0005634; GO:0005794; GO:0005813; GO:0005829; GO:0006886; GO:0006890; GO:0006891; GO:0007264; GO:0009410; GO:0010824; GO:0042147
Q9H0N5	PHS2_HUMAN	GO:0004505; GO:0005634; GO:0006729; GO:0008124; GO:0042802; GO:0045893
Q9H0P0	5NT3A_HUMAN	GO:0000166; GO:0000215; GO:0000287; GO:0005654; GO:0005737; GO:0005783; GO:0005829; GO:0006213; GO:0008253; GO:0009117; GO:0016604; GO:0051607; GO:0106411
Q9H0Q3	FXYD6_HUMAN	GO:0005886; GO:0006811; GO:0043269; GO:0098978; GO:0099055; GO:0099056; GO:0099106
Q9H0R1	AP5M1_HUMAN	GO:0005764; GO:0005765; GO:0005770; GO:0005829; GO:0015031; GO:0016020; GO:0016192; GO:0016197; GO:0030119; GO:0031902; GO:0044599
Q9H0R3	TM222_HUMAN	GO:0016021; GO:0030425
Q9H0R5	GBP3_HUMAN	GO:0000139; GO:0003924; GO:0005525; GO:0005737; GO:0005829; GO:0031410; GO:0042802; GO:0042803; GO:0048471; GO:0051607; GO:0071346; GO:0071347; GO:0071356
Q9H0R6	GATA_HUMAN	GO:0005524; GO:0005739; GO:0030956; GO:0031647; GO:0032543; GO:0050567; GO:0070681
Q9H0R8	GBRL1_HUMAN	GO:0000045; GO:0000421; GO:0000422; GO:0005776; GO:0005783; GO:0005794; GO:0005829; GO:0005874; GO:0006995; GO:0016236; GO:0030659; GO:0030957; GO:0031625; GO:0048487; GO:0050811; GO:0061723
Q9H0S4	DDX47_HUMAN	GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0006364; GO:0006397; GO:0008380; GO:0008625; GO:0016020; GO:0016887
Q9H0T7	RAB17_HUMAN	GO:0002415; GO:0003924; GO:0005525; GO:0005768; GO:0005769; GO:0005886; GO:0006886; GO:0006897; GO:0016323; GO:0016324; GO:0019003; GO:0030100; GO:0030139; GO:0030425; GO:0032401; GO:0032402; GO:0032456; GO:0042470; GO:0043025; GO:0045056; GO:0046847; GO:0050773; GO:0051489; GO:0051963; GO:0055037; GO:0055038; GO:0060271; GO:0070062
Q9H0U3	MAGT1_HUMAN	GO:0005783; GO:0005789; GO:0005886; GO:0005887; GO:0006487; GO:0008250; GO:0015095; GO:0015693; GO:0016020; GO:0018279; GO:0035577; GO:0050890; GO:0055085
Q9H0U4	RAB1B_HUMAN	GO:0000045; GO:0000139; GO:0003924; GO:0003925; GO:0005525; GO:0005789; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0007030; GO:0019068; GO:0030133; GO:0033116; GO:0034045; GO:0048471; GO:0070062; GO:1903020; GO:2000785
Q9H0U6	RM18_HUMAN	GO:0003735; GO:0005615; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0008097; GO:0032543; GO:0035928
Q9H0V9	LMA2L_HUMAN	GO:0000139; GO:0005537; GO:0005789; GO:0005793; GO:0005794; GO:0006457; GO:0006888; GO:0007029; GO:0007030; GO:0015031; GO:0016021; GO:0030134; GO:0046872
Q9H0W5	CCDC8_HUMAN	GO:0000226; GO:0005654; GO:0005737; GO:0005813; GO:0005829; GO:0005886; GO:0007088; GO:1990393
Q9H0W8	SMG9_HUMAN	GO:0000184; GO:0001654; GO:0001701; GO:0005829; GO:0007420; GO:0007507; GO:0042802
Q9H0W9	CK054_HUMAN	GO:0005634; GO:0005654; GO:0008270; GO:0016604; GO:0016788; GO:0070062
Q9H0X6	RN208_HUMAN	GO:0004842; GO:0005654; GO:0005829; GO:0016567; GO:0046872; GO:0051865; GO:0061630
Q9H0X9	OSBL5_HUMAN	GO:0001786; GO:0005548; GO:0005789; GO:0005829; GO:0006893; GO:0008142; GO:0008203; GO:0015248; GO:0015485; GO:0015914; GO:0016020; GO:0016021; GO:0030301; GO:0032934; GO:0036150; GO:0043231; GO:0070273; GO:0140268; GO:0140343
Q9H0Y0	ATG10_HUMAN	GO:0005829; GO:0006497; GO:0006914; GO:0006983; GO:0015031; GO:0016236; GO:0019777; GO:0031401; GO:0032446
Q9H0Z9	RBM38_HUMAN	GO:0000381; GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005829; GO:0006397; GO:0006977; GO:0006978; GO:0007049; GO:0008285; GO:0008380; GO:0010830; GO:0030154; GO:0043484; GO:0048255; GO:0051726; GO:0070935
Q9H112	CST11_HUMAN	GO:0004869; GO:0005576; GO:0005634; GO:0005737; GO:0030521; GO:0031640; GO:0036126; GO:0050829; GO:0061827
Q9H115	SNAB_HUMAN	GO:0005483; GO:0006886; GO:0010807; GO:0019905; GO:0031201; GO:0035249; GO:0035494; GO:0070044; GO:0070062; GO:0098978
Q9H116	GZF1_HUMAN	GO:0000122; GO:0000978; GO:0000981; GO:0001227; GO:0001658; GO:0005654; GO:0005730; GO:0005737; GO:0006355; GO:0043565; GO:0045892; GO:0046872
Q9H147	TDIF1_HUMAN	GO:0000118; GO:0003677; GO:0005634; GO:0005654; GO:0005694; GO:0005730; GO:0031491; GO:0042803
Q9H156	SLIK2_HUMAN	GO:0005886; GO:0007409; GO:0016021; GO:0050807; GO:0051965; GO:0098978; GO:0098982; GO:0099560; GO:1905606
Q9H160	ING2_HUMAN	GO:0000122; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0005886; GO:0006325; GO:0006355; GO:0007141; GO:0007165; GO:0007283; GO:0007286; GO:0008285; GO:0016580; GO:0016602; GO:0030317; GO:0030336; GO:0030511; GO:0030512; GO:0031065; GO:0035064; GO:0035091; GO:0044877; GO:0045893; GO:0046872; GO:0048133; GO:0072520; GO:1902166; GO:1902455; GO:1902459; GO:2000772; GO:2001020
Q9H161	ALX4_HUMAN	GO:0000785; GO:0000977; GO:0000981; GO:0001228; GO:0001501; GO:0001942; GO:0003677; GO:0005634; GO:0005654; GO:0005667; GO:0006357; GO:0007517; GO:0009791; GO:0009952; GO:0035115; GO:0035116; GO:0042733; GO:0042981; GO:0048565; GO:0048704; GO:0060021; GO:0071837; GO:1990837
Q9H165	BC11A_HUMAN	GO:0000122; GO:0000978; GO:0001067; GO:0001227; GO:0003700; GO:0003712; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0010628; GO:0010976; GO:0010977; GO:0014069; GO:0016363; GO:0016514; GO:0016925; GO:0019901; GO:0030517; GO:0032463; GO:0042382; GO:0042803; GO:0045944; GO:0046872; GO:0046982; GO:0048671; GO:0048672; GO:0050773; GO:0140297; GO:1903860; GO:1904800; GO:1905232; GO:2000171; GO:2000173
Q9H169	STMN4_HUMAN	GO:0005737; GO:0005794; GO:0007019; GO:0015631; GO:0030426; GO:0031110; GO:0031175; GO:0043005
Q9H171	ZBP1_HUMAN	GO:0002218; GO:0003677; GO:0003692; GO:0003725; GO:0003726; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0042802; GO:0043065; GO:0045087; GO:0050727; GO:0050729; GO:0050832; GO:0051607; GO:0060340; GO:0060545; GO:0070269; GO:2000659
Q9H172	ABCG4_HUMAN	GO:0005524; GO:0005886; GO:0006355; GO:0010008; GO:0010875; GO:0016020; GO:0016021; GO:0016887; GO:0031410; GO:0033344; GO:0034041; GO:0042626; GO:0042632; GO:0042802; GO:0042803; GO:0045542; GO:0046982; GO:0055085; GO:0071403; GO:1990830
Q9H173	SIL1_HUMAN	GO:0000774; GO:0005615; GO:0005783; GO:0005788; GO:0006457; GO:0006613; GO:0006886; GO:0042802; GO:0051082
Q9H190	SDCB2_HUMAN	GO:0005546; GO:0005654; GO:0005730; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0007399; GO:0008022; GO:0008283; GO:0016607; GO:0035556; GO:0042802; GO:0042803; GO:0046907; GO:0046982; GO:0070062
Q9H1A4	APC1_HUMAN	GO:0005654; GO:0005680; GO:0005829; GO:0007091; GO:0007346; GO:0031145; GO:0051301; GO:0051445; GO:0060090; GO:0070979
Q9H1B4	NXF5_HUMAN	GO:0003723; GO:0005634; GO:0005737; GO:0006406; GO:0016973; GO:0050658
Q9H1B5	XYLT2_HUMAN	GO:0000139; GO:0000287; GO:0005615; GO:0006024; GO:0015012; GO:0016021; GO:0030145; GO:0030158; GO:0030203; GO:0030206; GO:0030210; GO:0050650
Q9H1B7	I2BPL_HUMAN	GO:0000122; GO:0003714; GO:0005615; GO:0005634; GO:0005654; GO:0006357; GO:0007399; GO:0045944; GO:0046543; GO:0046872; GO:0061630
Q9H1C4	UN93B_HUMAN	GO:0000139; GO:0002250; GO:0005764; GO:0005768; GO:0005783; GO:0005789; GO:0006886; GO:0016021; GO:0032009; GO:0034138; GO:0034154; GO:0034162; GO:0035325; GO:0045087; GO:0051607
Q9H1D0	TRPV6_HUMAN	GO:0005216; GO:0005262; GO:0005516; GO:0005886; GO:0005887; GO:0006816; GO:0017158; GO:0034704; GO:0035898; GO:0042802; GO:0046872; GO:0051592; GO:0055074; GO:0070588; GO:0098703
Q9H1D9	RPC6_HUMAN	GO:0003690; GO:0003899; GO:0005654; GO:0005666; GO:0005829; GO:0006359; GO:0006383; GO:0032728; GO:0045087; GO:0045089; GO:0051607
Q9H1E1	RNAS7_HUMAN	GO:0001530; GO:0003676; GO:0004519; GO:0004540; GO:0005576; GO:0005615; GO:0005737; GO:0019731; GO:0042834; GO:0045087; GO:0050829; GO:0050830; GO:0050832; GO:0051673; GO:0061844
Q9H1E3	NUCKS_HUMAN	GO:0000724; GO:0000785; GO:0001678; GO:0003682; GO:0003690; GO:0003697; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006275; GO:0006325; GO:0031297; GO:0035822; GO:0036297; GO:0043923; GO:0044827; GO:0044829; GO:0045944; GO:0046626; GO:0046628; GO:0060382; GO:0071481; GO:0140297; GO:1990968; GO:1990969
Q9H1H9	KI13A_HUMAN	GO:0000139; GO:0003777; GO:0005524; GO:0005813; GO:0005871; GO:0005874; GO:0006886; GO:0007018; GO:0007049; GO:0008017; GO:0008333; GO:0010008; GO:0016887; GO:0030496; GO:0032438; GO:0032465; GO:0032588; GO:0035459; GO:0043001; GO:0051301; GO:0072383
Q9H1I8	ASCC2_HUMAN	GO:0005634; GO:0005654; GO:0006307; GO:0006355; GO:0016607; GO:0032508; GO:0032790; GO:0043130; GO:0072344; GO:0099053; GO:1990116; GO:1990391
Q9H1J1	REN3A_HUMAN	GO:0003729; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0006913; GO:0035145; GO:0042162; GO:0043231; GO:0045727; GO:0051028
Q9H1J5	WNT8A_HUMAN	GO:0005109; GO:0005125; GO:0005576; GO:0005615; GO:0009948; GO:0014034; GO:0030182; GO:0032526; GO:0044335; GO:0045165; GO:0045944; GO:0048018; GO:0060070; GO:0061317; GO:0062009; GO:0062023
Q9H1J7	WNT5B_HUMAN	GO:0002062; GO:0005102; GO:0005109; GO:0005125; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0030182; GO:0030335; GO:0030666; GO:0042060; GO:0042692; GO:0045165; GO:0045444; GO:0060070; GO:0070062; GO:0070307; GO:0071300; GO:1904105; GO:2000052
Q9H1K0	RBNS5_HUMAN	GO:0005768; GO:0005829; GO:0005886; GO:0008270; GO:0010008; GO:0015031; GO:0016197; GO:0031267; GO:0031901; GO:0034498; GO:0043231; GO:0070062; GO:0090160; GO:1903358
Q9H1K1	ISCU_HUMAN	GO:0005506; GO:0005634; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006879; GO:0008198; GO:0016226; GO:0044571; GO:0044572; GO:0051537; GO:0055072; GO:0060090; GO:1902958; GO:1904234; GO:1904439; GO:1990229
Q9H1K4	GHC2_HUMAN	GO:0005280; GO:0005313; GO:0005743; GO:0006811; GO:0015183; GO:0015810; GO:0015813; GO:0016021; GO:0022857; GO:0043490
Q9H1M4	DB127_HUMAN	GO:0005576; GO:0042742; GO:0045087; GO:0050829; GO:0061844
Q9H1P3	OSBL2_HUMAN	GO:0005546; GO:0005811; GO:0005829; GO:0006699; GO:0007009; GO:0008526; GO:0015248; GO:0015485; GO:0015914; GO:0016020; GO:0030301; GO:0031234; GO:0032367; GO:0032934; GO:0043231; GO:0051289; GO:0120020
Q9H1P6	CT085_HUMAN	
Q9H1R2	DUS15_HUMAN	GO:0004725; GO:0005829; GO:0005886; GO:0006470; GO:0007165; GO:0008138; GO:0016311; GO:0016791; GO:0017018; GO:0048713
Q9H1R3	MYLK2_HUMAN	GO:0004683; GO:0004687; GO:0005516; GO:0005524; GO:0005634; GO:0005737; GO:0006941; GO:0007274; GO:0010628; GO:0014816; GO:0018107; GO:0030017; GO:0032027; GO:0032971; GO:0035914; GO:0045202; GO:0046777; GO:0055008; GO:0060048
Q9H1U9	S2551_HUMAN	GO:0005739; GO:0005743; GO:0016021; GO:0019646; GO:0051724; GO:1990542; GO:1990549
Q9H1V8	S6A17_HUMAN	GO:0005887; GO:0006836; GO:0007420; GO:0008021; GO:0015293; GO:0015804; GO:0015816; GO:0015820; GO:0015824; GO:0030285; GO:0031224; GO:0032328; GO:0035725; GO:0042995; GO:0070161; GO:0098794; GO:0098978; GO:0098982; GO:0150104
Q9H1X1	RSPH9_HUMAN	GO:0003341; GO:0005930; GO:0031514; GO:0035082; GO:0044458; GO:0060091; GO:0060294; GO:0062177; GO:0097729; GO:1904158
Q9H1Y0	ATG5_HUMAN	GO:0000045; GO:0000422; GO:0001974; GO:0002718; GO:0005737; GO:0005776; GO:0005829; GO:0005930; GO:0006497; GO:0006501; GO:0006914; GO:0006995; GO:0009410; GO:0009620; GO:0010040; GO:0010659; GO:0010667; GO:0016020; GO:0016236; GO:0016567; GO:0019883; GO:0030424; GO:0030670; GO:0031397; GO:0032480; GO:0032991; GO:0034045; GO:0034274; GO:0035973; GO:0039689; GO:0042311; GO:0043687; GO:0044233; GO:0044804; GO:0045060; GO:0045824; GO:0048840; GO:0050687; GO:0050765; GO:0051279; GO:0051649; GO:0055015; GO:0060047; GO:0060548; GO:0061684; GO:0061739; GO:0070254; GO:0070257; GO:0071500; GO:1901096; GO:1902017; GO:1902617; GO:1904973; GO:2000378; GO:2000619
Q9H1Y3	OPN3_HUMAN	GO:0001750; GO:0004930; GO:0005502; GO:0005503; GO:0005737; GO:0005886; GO:0005887; GO:0007186; GO:0007602; GO:0008020; GO:0009583; GO:0009637; GO:0009881; GO:0016021; GO:0030216; GO:0042752; GO:0043066; GO:0046326; GO:0048022; GO:0048023; GO:0071482; GO:0071492; GO:1901857
Q9H1Z8	AUGN_HUMAN	GO:0005184; GO:0005615; GO:0005737; GO:0007218; GO:0007417; GO:0008285; GO:0009611; GO:0016324; GO:0030103; GO:0031045; GO:0031145; GO:0042127; GO:0051461; GO:0051466; GO:0070314; GO:0090398; GO:2000854
Q9H201	EPN3_HUMAN	GO:0005543; GO:0005634; GO:0005654; GO:0005768; GO:0005886; GO:0005905; GO:0006897; GO:0019897; GO:0030125; GO:0030136; GO:0030276; GO:0043231; GO:0048471; GO:0070062; GO:1990175
Q9H204	MED28_HUMAN	GO:0003779; GO:0005634; GO:0005654; GO:0016020; GO:0016592; GO:0030864; GO:0032968; GO:0035019; GO:0051123; GO:0051151; GO:0060261; GO:0070847
Q9H211	CDT1_HUMAN	GO:0000076; GO:0000278; GO:0000776; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0007059; GO:0016604; GO:0030174; GO:0031334; GO:0033044; GO:0033262; GO:0035563; GO:0045740; GO:0045786; GO:0051301; GO:0051315; GO:0051383; GO:0070182; GO:0071163; GO:0072708; GO:1902426; GO:1902595; GO:1905341; GO:1905342; GO:2000104; GO:2000105
Q9H221	ABCG8_HUMAN	GO:0005524; GO:0005886; GO:0005887; GO:0007584; GO:0009410; GO:0010949; GO:0014850; GO:0015914; GO:0015918; GO:0016020; GO:0016324; GO:0030299; GO:0033344; GO:0038183; GO:0042626; GO:0042632; GO:0043190; GO:0043235; GO:0045796; GO:0046872; GO:0046982; GO:0055085; GO:0070328; GO:0120020; GO:0140359
Q9H222	ABCG5_HUMAN	GO:0005524; GO:0005886; GO:0005887; GO:0007584; GO:0009410; GO:0010212; GO:0010949; GO:0014850; GO:0015918; GO:0016020; GO:0016324; GO:0030299; GO:0033344; GO:0038183; GO:0042626; GO:0042632; GO:0043190; GO:0043235; GO:0045796; GO:0046872; GO:0046982; GO:0055085; GO:0070328; GO:0120020; GO:0140359
Q9H223	EHD4_HUMAN	GO:0003676; GO:0005509; GO:0005524; GO:0005525; GO:0005634; GO:0005769; GO:0005783; GO:0005886; GO:0006897; GO:0006907; GO:0016020; GO:0016197; GO:0030100; GO:0030139; GO:0031901; GO:0032456; GO:0043231; GO:0045296; GO:0048471; GO:0050731; GO:0051260; GO:0055038; GO:0060271; GO:0070062; GO:0071363; GO:0072659
Q9H227	GBA3_HUMAN	GO:0004336; GO:0004348; GO:0004565; GO:0005829; GO:0006680; GO:0006683; GO:0006687; GO:0008422; GO:0016139; GO:0017042; GO:0046477; GO:0050821; GO:0051692; GO:0102483; GO:1901805; GO:1902494; GO:1903017
Q9H228	S1PR5_HUMAN	GO:0004930; GO:0005737; GO:0005886; GO:0007189; GO:0016021; GO:0019222; GO:0038036; GO:0045664
Q9H237	PORCN_HUMAN	GO:0005783; GO:0005789; GO:0006497; GO:0009100; GO:0016020; GO:0016055; GO:0016746; GO:0017147; GO:0018345; GO:0030176; GO:0030258; GO:0032281; GO:0045234; GO:0061355; GO:0098978; GO:0099072; GO:1990698
Q9H239	MMP28_HUMAN	GO:0004222; GO:0005615; GO:0005737; GO:0006508; GO:0008270; GO:0010760; GO:0030198; GO:0030574; GO:0031012; GO:0062023
Q9H244	P2Y12_HUMAN	GO:0001609; GO:0001621; GO:0005085; GO:0005886; GO:0006811; GO:0006930; GO:0007186; GO:0007193; GO:0007200; GO:0007202; GO:0007599; GO:0009986; GO:0016021; GO:0019722; GO:0021808; GO:0030030; GO:0030032; GO:0030168; GO:0031224; GO:0031253; GO:0033626; GO:0033630; GO:0035585; GO:0043270; GO:0043552; GO:0044298; GO:0045028; GO:0048678; GO:0050920; GO:0050921; GO:0051649; GO:0051897; GO:0070527; GO:0071318; GO:0150063; GO:1900029; GO:1904139; GO:1904141
Q9H251	CAD23_HUMAN	GO:0001917; GO:0005509; GO:0005813; GO:0006816; GO:0007156; GO:0007601; GO:0007605; GO:0007626; GO:0016020; GO:0016021; GO:0016339; GO:0016342; GO:0032420; GO:0032426; GO:0045296; GO:0045494; GO:0048563; GO:0050896; GO:0050953; GO:0050957; GO:0051480; GO:0060088; GO:0060091; GO:0098683; GO:0098684; GO:0098742
Q9H252	KCNH6_HUMAN	GO:0005242; GO:0005249; GO:0005886; GO:0005887; GO:0034765; GO:0042391; GO:0060307; GO:0071805; GO:0086011; GO:0086091
Q9H254	SPTN4_HUMAN	GO:0002028; GO:0003779; GO:0005200; GO:0005543; GO:0005737; GO:0005829; GO:0005884; GO:0005886; GO:0007409; GO:0007605; GO:0007628; GO:0008091; GO:0009566; GO:0010459; GO:0014704; GO:0016020; GO:0016192; GO:0016363; GO:0016605; GO:0019226; GO:0019902; GO:0021952; GO:0030036; GO:0030054; GO:0030506; GO:0030507; GO:0030864; GO:0033135; GO:0033268; GO:0033270; GO:0040018; GO:0042995; GO:0043025; GO:0043194; GO:0043203; GO:0045162; GO:0051015; GO:0051693; GO:0061337; GO:0070062; GO:0070852; GO:0072659; GO:0106006
Q9H255	O51E2_HUMAN	GO:0003707; GO:0004930; GO:0004984; GO:0005886; GO:0016021; GO:0016477; GO:0030318; GO:0031901; GO:0038023; GO:0043229; GO:0043401; GO:0043950; GO:0045777; GO:0071398; GO:0097325; GO:1900135
Q9H257	CARD9_HUMAN	GO:0001819; GO:0002446; GO:0005737; GO:0005829; GO:0005886; GO:0007249; GO:0007254; GO:0009410; GO:0016064; GO:0032449; GO:0032494; GO:0032495; GO:0032663; GO:0032722; GO:0032725; GO:0032740; GO:0032755; GO:0032760; GO:0032874; GO:0032991; GO:0042802; GO:0042803; GO:0042981; GO:0043123; GO:0043280; GO:0043330; GO:0043621; GO:0045089; GO:0046330; GO:0046872; GO:0048874; GO:0050700; GO:0050830; GO:0051092; GO:0051260; GO:0051607; GO:0060907; GO:0061760; GO:0070374; GO:1900017; GO:2000318
Q9H267	VP33B_HUMAN	GO:0005737; GO:0005764; GO:0005765; GO:0005768; GO:0005770; GO:0005773; GO:0005794; GO:0005829; GO:0006886; GO:0007032; GO:0010008; GO:0015031; GO:0016192; GO:0017185; GO:0030136; GO:0030199; GO:0030897; GO:0031091; GO:0031901; GO:0031902; GO:0032400; GO:0032418; GO:0032963; GO:0033263; GO:0035855; GO:0044877; GO:0046907; GO:0048471; GO:0055037; GO:0061025; GO:0070889; GO:0090330; GO:0090385; GO:0099023
Q9H269	VPS16_HUMAN	GO:0003779; GO:0005764; GO:0005765; GO:0005768; GO:0005769; GO:0005770; GO:0005776; GO:0006886; GO:0008333; GO:0010008; GO:0016197; GO:0030136; GO:0030424; GO:0030897; GO:0031902; GO:0033263; GO:0034058; GO:0035542; GO:0042144; GO:0043025; GO:0051015; GO:0055037; GO:0097352
Q9H270	VPS11_HUMAN	GO:0000166; GO:0005764; GO:0005765; GO:0005768; GO:0005769; GO:0005770; GO:0005776; GO:0006886; GO:0006904; GO:0006914; GO:0007032; GO:0007033; GO:0008333; GO:0010008; GO:0016567; GO:0019904; GO:0019905; GO:0030136; GO:0030139; GO:0030674; GO:0030897; GO:0031647; GO:0031902; GO:0033147; GO:0033263; GO:0034058; GO:0035542; GO:0045732; GO:0046872; GO:0048284; GO:0061630; GO:1902115; GO:1903955; GO:2000643
Q9H293	IL25_HUMAN	GO:0002437; GO:0005125; GO:0005576; GO:0005615; GO:0009620; GO:0009624; GO:0030222; GO:0030380; GO:0045944
